Subject,Age_Month,Stimuli,Types,Correct,Repeated,Group,VMA,Raven,Sex
Subject 44 Typically developing children,139,22,Factive,FAUX,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,26,Factive,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,30,Factive,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,34,Factive,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,38,Factive,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,3,Lexical,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,7,Lexical,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,11,Factive,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,19,Lexical,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,23,Lexical,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,27,Lexical,FAUX,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,31,Lexical,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,35,Factive,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,39,Lexical,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,4,Structural,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,8,Structural,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,12,Structural,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,16,Structural,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,20,Structural,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,24,Structural,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,28,Structural,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,36,Structural,VRAI,0,Typically developing children,128-144,115,F
Subject 44 Typically developing children,139,40,Structural,VRAI,0,Typically developing children,128-144,115,F
Subject 45 Typically developing children,86,1,Existential,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,5,Existential,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,9,Existential,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,13,Existential,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,17,Existential,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,21,Existential,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,25,Existential,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,29,Existential,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,33,Existential,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,37,Existential,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,2,Factive,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,6,Factive,FAUX,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,10,Factive,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,14,Factive,FAUX,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,18,Factive,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,22,Factive,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,26,Factive,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,30,Factive,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,34,Factive,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,38,Factive,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,3,Lexical,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,7,Lexical,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,11,Factive,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,19,Lexical,FAUX,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,23,Lexical,FAUX,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,27,Lexical,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,31,Lexical,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,35,Factive,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,39,Lexical,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,4,Structural,FAUX,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,8,Structural,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,12,Structural,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,16,Structural,FAUX,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,20,Structural,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,24,Structural,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,28,Structural,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,36,Structural,VRAI,0,Typically developing children,92-103,100,F
Subject 45 Typically developing children,86,40,Structural,VRAI,0,Typically developing children,92-103,100,F
Subject 46 Typically developing children,103,1,Existential,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,5,Existential,VRAI,1,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,9,Existential,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,13,Existential,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,17,Existential,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,21,Existential,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,25,Existential,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,29,Existential,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,33,Existential,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,37,Existential,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,2,Factive,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,6,Factive,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,10,Factive,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,14,Factive,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,18,Factive,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,22,Factive,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,26,Factive,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,30,Factive,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,34,Factive,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,38,Factive,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,3,Lexical,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,7,Lexical,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,11,Factive,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,19,Lexical,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,23,Lexical,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,27,Lexical,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,31,Lexical,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,35,Factive,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,39,Lexical,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,4,Structural,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,8,Structural,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,12,Structural,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,16,Structural,FAUX,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,20,Structural,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,24,Structural,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,28,Structural,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,36,Structural,VRAI,0,Typically developing children,116-127,96,F
Subject 46 Typically developing children,103,40,Structural,VRAI,0,Typically developing children,116-127,96,F
Subject 47 Typically developing children,105,1,Existential,FAUX,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,5,Existential,FAUX,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,9,Existential,FAUX,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,13,Existential,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,17,Existential,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,21,Existential,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,25,Existential,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,29,Existential,VRAI,1,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,33,Existential,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,37,Existential,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,2,Factive,FAUX,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,6,Factive,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,10,Factive,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,14,Factive,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,18,Factive,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,22,Factive,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,26,Factive,FAUX,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,30,Factive,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,34,Factive,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,38,Factive,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,3,Lexical,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,7,Lexical,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,11,Factive,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,19,Lexical,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,23,Lexical,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,27,Lexical,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,31,Lexical,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,35,Factive,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,39,Lexical,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,4,Structural,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,8,Structural,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,12,Structural,FAUX,1,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,16,Structural,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,20,Structural,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,24,Structural,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,28,Structural,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,36,Structural,VRAI,0,Typically developing children,104-115,106,M
Subject 47 Typically developing children,105,40,Structural,VRAI,0,Typically developing children,104-115,106,M
Subject 48 Typically developing children,104,1,Existential,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,5,Existential,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,9,Existential,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,13,Existential,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,17,Existential,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,21,Existential,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,25,Existential,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,29,Existential,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,33,Existential,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,37,Existential,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,2,Factive,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,6,Factive,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,10,Factive,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,14,Factive,FAUX,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,18,Factive,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,22,Factive,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,26,Factive,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,30,Factive,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,34,Factive,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,38,Factive,FAUX,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,3,Lexical,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,7,Lexical,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,11,Factive,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,19,Lexical,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,23,Lexical,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,27,Lexical,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,31,Lexical,FAUX,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,35,Factive,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,39,Lexical,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,4,Structural,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,8,Structural,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,12,Structural,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,16,Structural,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,20,Structural,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,24,Structural,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,28,Structural,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,36,Structural,VRAI,0,Typically developing children,116-127,108,F
Subject 48 Typically developing children,104,40,Structural,VRAI,0,Typically developing children,116-127,108,F
Subject 49 Typically developing children,96,1,Existential,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,5,Existential,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,9,Existential,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,13,Existential,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,17,Existential,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,21,Existential,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,25,Existential,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,29,Existential,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,33,Existential,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,37,Existential,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,2,Factive,FAUX,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,6,Factive,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,10,Factive,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,14,Factive,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,18,Factive,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,22,Factive,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,26,Factive,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,30,Factive,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,34,Factive,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,38,Factive,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,3,Lexical,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,7,Lexical,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,11,Factive,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,19,Lexical,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,23,Lexical,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,27,Lexical,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,31,Lexical,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,35,Factive,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,39,Lexical,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,4,Structural,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,8,Structural,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,12,Structural,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,16,Structural,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,20,Structural,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,24,Structural,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,28,Structural,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,36,Structural,VRAI,0,Typically developing children,104-115,130,F
Subject 49 Typically developing children,96,40,Structural,VRAI,0,Typically developing children,104-115,130,F
Subject 50 Typically developing children,82,1,Existential,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,5,Existential,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,9,Existential,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,13,Existential,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,17,Existential,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,21,Existential,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,25,Existential,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,29,Existential,VRAI,1,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,33,Existential,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,37,Existential,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,2,Factive,VRAI,1,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,6,Factive,FAUX,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,10,Factive,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,14,Factive,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,18,Factive,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,22,Factive,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,26,Factive,VRAI,1,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,30,Factive,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,34,Factive,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,38,Factive,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,3,Lexical,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,7,Lexical,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,11,Factive,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,19,Lexical,FAUX,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,23,Lexical,FAUX,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,27,Lexical,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,31,Lexical,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,35,Factive,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,39,Lexical,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,4,Structural,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,8,Structural,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,12,Structural,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,16,Structural,VRAI,1,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,20,Structural,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,24,Structural,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,28,Structural,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,36,Structural,VRAI,0,Typically developing children,92-103,135,F
Subject 50 Typically developing children,82,40,Structural,VRAI,0,Typically developing children,92-103,135,F
Subject 51 Typically developing children,126,1,Existential,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,5,Existential,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,9,Existential,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,13,Existential,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,17,Existential,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,21,Existential,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,25,Existential,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,29,Existential,FAUX,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,33,Existential,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,37,Existential,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,2,Factive,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,6,Factive,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,10,Factive,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,14,Factive,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,18,Factive,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,22,Factive,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,26,Factive,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,30,Factive,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,34,Factive,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,38,Factive,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,3,Lexical,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,7,Lexical,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,11,Factive,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,19,Lexical,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,23,Lexical,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,27,Lexical,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,31,Lexical,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,35,Factive,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,39,Lexical,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,4,Structural,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,8,Structural,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,12,Structural,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,16,Structural,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,20,Structural,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,24,Structural,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,28,Structural,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,36,Structural,VRAI,0,Typically developing children,128-144,127,F
Subject 51 Typically developing children,126,40,Structural,VRAI,0,Typically developing children,128-144,127,F
Subject 52 Typically developing children,101,1,Existential,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,5,Existential,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,9,Existential,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,13,Existential,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,17,Existential,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,21,Existential,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,25,Existential,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,29,Existential,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,33,Existential,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,37,Existential,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,2,Factive,FAUX,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,6,Factive,FAUX,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,10,Factive,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,14,Factive,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,18,Factive,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,22,Factive,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,26,Factive,FAUX,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,30,Factive,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,34,Factive,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,38,Factive,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,3,Lexical,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,7,Lexical,FAUX,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,11,Factive,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,19,Lexical,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,23,Lexical,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,27,Lexical,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,31,Lexical,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,35,Factive,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,39,Lexical,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,4,Structural,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,8,Structural,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,12,Structural,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,16,Structural,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,20,Structural,VRAI,0,Typically developing children,92-103,113,M
